Contrat;Date et heure;kWh;Code de consommation;Température moyenne (°C);Code de température
0123456789;2019-10-04 06:00:00;1,14;R;6;R
0123456789;2019-10-04 05:00:00;1,13;R;5;R
0123456789;2019-10-04 04:00:00;1,45;R;5;R
0123456789;2019-10-04 03:00:00;0,95;R;6;R
0123456789;2019-10-04 02:00:00;0,85;R;6;R
0123456789;2019-10-04 01:00:00;1,03;R;6;R
0123456789;2019-10-04 00:00:00;0,97;R;6;R
0123456789;2019-10-03 23:00:00;1,11;R;6;R
0123456789;2019-10-03 22:00:00;1,22;R;6;R
0123456789;2019-10-03 21:00:00;4,33;R;6;R
0123456789;2019-10-03 20:00:00;1,32;R;7;R
0123456789;2019-10-03 19:00:00;0,67;R;8;R
0123456789;2019-10-03 18:00:00;2,30;R;9;R
0123456789;2019-10-03 17:00:00;0,59;R;9;R
0123456789;2019-10-03 16:00:00;0,62;R;9;R
0123456789;2019-10-03 15:00:00;1,32;R;9;R
0123456789;2019-10-03 14:00:00;1,64;R;10;R
0123456789;2019-10-03 13:00:00;1,41;R;10;R
0123456789;2019-10-03 12:00:00;0,52;R;11;R
0123456789;2019-10-03 11:00:00;0,50;R;9;R
0123456789;2019-10-03 10:00:00;0,45;R;8;R
0123456789;2019-10-03 09:00:00;2,43;R;7;R
0123456789;2019-10-03 08:00:00;1,01;R;7;R
0123456789;2019-10-03 07:00:00;0,62;R;6;R
0123456789;2019-10-03 06:00:00;0,50;R;4;R
0123456789;2019-10-03 05:00:00;0,36;R;3;R
0123456789;2019-10-03 04:00:00;0,35;R;4;R
0123456789;2019-10-03 03:00:00;0,69;R;4;R
0123456789;2019-10-03 02:00:00;0,37;R;4;R
0123456789;2019-10-03 01:00:00;0,36;R;3;R
0123456789;2019-10-03 00:00:00;0,36;R;4;R
0123456789;2019-10-02 23:00:00;0,35;R;5;R
0123456789;2019-10-02 22:00:00;0,70;R;5;R
0123456789;2019-10-02 21:00:00;0,79;R;6;R
0123456789;2019-10-02 20:00:00;2,20;R;7;R
0123456789;2019-10-02 19:00:00;3,47;R;8;R
0123456789;2019-10-02 18:00:00;1,25;R;9;R
0123456789;2019-10-02 17:00:00;1,46;R;10;R
0123456789;2019-10-02 16:00:00;0,44;R;11;R
0123456789;2019-10-02 15:00:00;1,36;R;12;R
0123456789;2019-10-02 14:00:00;1,43;R;12;R
0123456789;2019-10-02 13:00:00;1,72;R;12;R
0123456789;2019-10-02 12:00:00;0,38;R;13;R
0123456789;2019-10-02 11:00:00;0,37;R;12;R
0123456789;2019-10-02 10:00:00;0,38;R;12;R
0123456789;2019-10-02 09:00:00;0,80;R;11;R
0123456789;2019-10-02 08:00:00;0,49;R;11;R
0123456789;2019-10-02 07:00:00;0,36;R;11;R
0123456789;2019-10-02 06:00:00;0,36;R;12;R
0123456789;2019-10-02 05:00:00;0,35;R;13;R
0123456789;2019-10-02 04:00:00;0,35;R;14;R
0123456789;2019-10-02 03:00:00;0,78;R;14;R
0123456789;2019-10-02 02:00:00;0,40;R;15;R
0123456789;2019-10-02 01:00:00;0,40;R;14;R
0123456789;2019-10-02 00:00:00;0,39;R;14;R
0123456789;2019-10-01 23:00:00;0,38;R;15;R
0123456789;2019-10-01 22:00:00;0,39;R;16;R
0123456789;2019-10-01 21:00:00;0,67;R;16;R
0123456789;2019-10-01 20:00:00;0,46;R;16;R
0123456789;2019-10-01 19:00:00;0,91;R;17;R
0123456789;2019-10-01 18:00:00;0,74;R;17;R
0123456789;2019-10-01 17:00:00;1,56;R;17;R
0123456789;2019-10-01 16:00:00;1,62;R;17;R
0123456789;2019-10-01 15:00:00;0,93;R;15;R
0123456789;2019-10-01 14:00:00;0,83;R;13;R
0123456789;2019-10-01 13:00:00;0,40;R;13;R
0123456789;2019-10-01 12:00:00;1,67;R;13;R
0123456789;2019-10-01 11:00:00;3,85;R;13;R
0123456789;2019-10-01 10:00:00;0,45;R;12;R
0123456789;2019-10-01 09:00:00;0,96;R;11;R
0123456789;2019-10-01 08:00:00;1,07;R;11;R
0123456789;2019-10-01 07:00:00;0,39;R;10;R
0123456789;2019-10-01 06:00:00;0,43;R;10;R
0123456789;2019-10-01 05:00:00;0,36;R;9;R
0123456789;2019-10-01 04:00:00;0,35;R;9;R
0123456789;2019-10-01 03:00:00;0,35;R;9;R
0123456789;2019-10-01 02:00:00;0,69;R;9;R
0123456789;2019-10-01 01:00:00;0,37;R;9;R
0123456789;2019-10-01 00:00:00;0,33;R;9;R
0123456789;2019-09-30 23:00:00;0,37;R;9;R
0123456789;2019-09-30 22:00:00;0,41;R;10;R
0123456789;2019-09-30 21:00:00;0,80;R;12;R
0123456789;2019-09-30 20:00:00;0,56;R;11;R
0123456789;2019-09-30 19:00:00;0,38;R;12;R
0123456789;2019-09-30 18:00:00;0,34;R;11;R
0123456789;2019-09-30 17:00:00;0,36;R;12;R
0123456789;2019-09-30 16:00:00;0,35;R;13;R
0123456789;2019-09-30 15:00:00;0,78;R;14;R
0123456789;2019-09-30 14:00:00;0,36;R;13;R
0123456789;2019-09-30 13:00:00;0,41;R;13;R
0123456789;2019-09-30 12:00:00;1,07;R;12;R
0123456789;2019-09-30 11:00:00;0,42;R;11;R
0123456789;2019-09-30 10:00:00;0,44;R;10;R
0123456789;2019-09-30 09:00:00;0,84;R;9;R
0123456789;2019-09-30 08:00:00;0,94;R;8;R
0123456789;2019-09-30 07:00:00;0,40;R;7;R
0123456789;2019-09-30 06:00:00;0,38;R;7;R
0123456789;2019-09-30 05:00:00;0,40;R;5;R
0123456789;2019-09-30 04:00:00;0,41;R;6;R
0123456789;2019-09-30 03:00:00;0,39;R;6;R
0123456789;2019-09-30 02:00:00;0,72;R;6;R
0123456789;2019-09-30 01:00:00;0,39;R;5;R
0123456789;2019-09-30 00:00:00;0,43;R;7;R
0123456789;2019-09-29 23:00:00;0,39;R;7;R
0123456789;2019-09-29 22:00:00;0,44;R;7;R
0123456789;2019-09-29 21:00:00;0,79;R;8;R
0123456789;2019-09-29 20:00:00;0,49;R;8;R
0123456789;2019-09-29 19:00:00;3,26;R;10;R
0123456789;2019-09-29 18:00:00;4,20;R;11;R
0123456789;2019-09-29 17:00:00;2,17;R;12;R
0123456789;2019-09-29 16:00:00;1,51;R;13;R
0123456789;2019-09-29 15:00:00;0,48;R;14;R
0123456789;2019-09-29 14:00:00;0,70;R;13;R
0123456789;2019-09-29 13:00:00;0,46;R;13;R
0123456789;2019-09-29 12:00:00;0,91;R;14;R
0123456789;2019-09-29 11:00:00;1,21;R;13;R
0123456789;2019-09-29 10:00:00;0,50;R;12;R
0123456789;2019-09-29 09:00:00;0,58;R;12;R
0123456789;2019-09-29 08:00:00;0,40;R;11;R
0123456789;2019-09-29 07:00:00;0,39;R;10;R
0123456789;2019-09-29 06:00:00;0,34;R;8;R
0123456789;2019-09-29 05:00:00;0,72;R;7;R
0123456789;2019-09-29 04:00:00;0,38;R;7;R
0123456789;2019-09-29 03:00:00;0,37;R;9;R
0123456789;2019-09-29 02:00:00;0,40;R;10;R
0123456789;2019-09-29 01:00:00;0,48;R;10;R
0123456789;2019-09-29 00:00:00;0,36;R;11;R
0123456789;2019-09-28 23:00:00;0,38;R;13;R
0123456789;2019-09-28 22:00:00;0,36;R;14;R
0123456789;2019-09-28 21:00:00;0,38;R;15;R
0123456789;2019-09-28 20:00:00;0,72;R;15;R
0123456789;2019-09-28 19:00:00;0,44;R;16;R
0123456789;2019-09-28 18:00:00;0,49;R;17;R
0123456789;2019-09-28 17:00:00;0,39;R;18;R
0123456789;2019-09-28 16:00:00;0,76;R;18;R
0123456789;2019-09-28 15:00:00;0,63;R;18;R
0123456789;2019-09-28 14:00:00;0,60;R;18;R
0123456789;2019-09-28 13:00:00;2,65;R;18;R
0123456789;2019-09-28 12:00:00;1,09;R;18;R
0123456789;2019-09-28 11:00:00;0,78;R;17;R
0123456789;2019-09-28 10:00:00;0,83;R;17;R
0123456789;2019-09-28 09:00:00;1,49;R;17;R
0123456789;2019-09-28 08:00:00;1,04;R;17;R
0123456789;2019-09-28 07:00:00;0,36;R;16;R
0123456789;2019-09-28 06:00:00;0,37;R;16;R
0123456789;2019-09-28 05:00:00;0,34;R;16;R
0123456789;2019-09-28 04:00:00;0,38;R;16;R
0123456789;2019-09-28 03:00:00;0,37;R;15;R
0123456789;2019-09-28 02:00:00;0,34;R;15;R
0123456789;2019-09-28 01:00:00;0,69;R;15;R
0123456789;2019-09-28 00:00:00;0,37;R;16;R
0123456789;2019-09-27 23:00:00;0,45;R;16;R
0123456789;2019-09-27 22:00:00;1,02;R;16;R
0123456789;2019-09-27 21:00:00;1,07;R;17;R
0123456789;2019-09-27 20:00:00;1,21;R;16;R
0123456789;2019-09-27 19:00:00;0,79;R;17;R
0123456789;2019-09-27 18:00:00;1,31;R;17;R
0123456789;2019-09-27 17:00:00;0,39;R;18;R
0123456789;2019-09-27 16:00:00;0,76;R;19;R
0123456789;2019-09-27 15:00:00;2,37;R;19;R
0123456789;2019-09-27 14:00:00;1,57;R;20;R
0123456789;2019-09-27 13:00:00;4,79;R;19;R
0123456789;2019-09-27 12:00:00;0,71;R;18;R
0123456789;2019-09-27 11:00:00;0,78;R;18;R
0123456789;2019-09-27 10:00:00;0,80;R;16;R
0123456789;2019-09-27 09:00:00;0,90;R;15;R
0123456789;2019-09-27 08:00:00;0,67;R;14;R
0123456789;2019-09-27 07:00:00;0,34;R;12;R
0123456789;2019-09-27 06:00:00;0,38;R;11;R
0123456789;2019-09-27 05:00:00;0,38;R;9;R
0123456789;2019-09-27 04:00:00;0,38;R;9;R
0123456789;2019-09-27 03:00:00;0,46;R;9;R
0123456789;2019-09-27 02:00:00;0,40;R;10;R
0123456789;2019-09-27 01:00:00;0,37;R;10;R
0123456789;2019-09-27 00:00:00;0,71;R;10;R
0123456789;2019-09-26 23:00:00;0,37;R;11;R
0123456789;2019-09-26 22:00:00;0,39;R;11;R
0123456789;2019-09-26 21:00:00;0,44;R;12;R
0123456789;2019-09-26 20:00:00;0,50;R;13;R
0123456789;2019-09-26 19:00:00;1,91;R;15;R
0123456789;2019-09-26 18:00:00;1,02;R;16;R
0123456789;2019-09-26 17:00:00;0,39;R;15;R
0123456789;2019-09-26 16:00:00;0,36;R;17;R
0123456789;2019-09-26 15:00:00;0,38;R;17;R
0123456789;2019-09-26 14:00:00;0,38;R;17;R
0123456789;2019-09-26 13:00:00;0,65;R;15;R
0123456789;2019-09-26 12:00:00;1,26;R;15;R
0123456789;2019-09-26 11:00:00;0,79;R;16;R
0123456789;2019-09-26 10:00:00;0,78;R;15;R
0123456789;2019-09-26 09:00:00;0,45;R;15;R
0123456789;2019-09-26 08:00:00;0,94;R;18;R
0123456789;2019-09-26 07:00:00;0,48;R;19;R
0123456789;2019-09-26 06:00:00;0,35;R;19;R
0123456789;2019-09-26 05:00:00;0,38;R;19;R
0123456789;2019-09-26 04:00:00;0,34;R;19;R
0123456789;2019-09-26 03:00:00;0,67;R;19;R
0123456789;2019-09-26 02:00:00;0,38;R;18;R
0123456789;2019-09-26 01:00:00;0,38;R;18;R
0123456789;2019-09-26 00:00:00;0,34;R;18;R
0123456789;2019-09-25 23:00:00;0,38;R;18;R
0123456789;2019-09-25 22:00:00;0,39;R;18;R
0123456789;2019-09-25 21:00:00;0,51;R;17;R
0123456789;2019-09-25 20:00:00;0,65;R;17;R
0123456789;2019-09-25 19:00:00;0,97;R;17;R
0123456789;2019-09-25 18:00:00;1,51;R;17;R
0123456789;2019-09-25 17:00:00;1,83;R;18;R
0123456789;2019-09-25 16:00:00;0,45;R;19;R
0123456789;2019-09-25 15:00:00;0,56;R;20;R
0123456789;2019-09-25 14:00:00;0,77;R;20;R
0123456789;2019-09-25 13:00:00;0,50;R;19;R
0123456789;2019-09-25 12:00:00;0,86;R;18;R
0123456789;2019-09-25 11:00:00;0,71;R;18;R
0123456789;2019-09-25 10:00:00;0,44;R;16;R
0123456789;2019-09-25 09:00:00;0,50;R;15;R
0123456789;2019-09-25 08:00:00;1,03;R;14;R
0123456789;2019-09-25 07:00:00;0,45;R;13;R
0123456789;2019-09-25 06:00:00;0,37;R;12;R
0123456789;2019-09-25 05:00:00;0,34;R;13;R
0123456789;2019-09-25 04:00:00;0,39;R;12;R
0123456789;2019-09-25 03:00:00;0,35;R;12;R
0123456789;2019-09-25 02:00:00;0,39;R;12;R
0123456789;2019-09-25 01:00:00;0,74;R;12;R
0123456789;2019-09-25 00:00:00;0,38;R;13;R
0123456789;2019-09-24 23:00:00;0,40;R;14;R
0123456789;2019-09-24 22:00:00;0,39;R;14;R
0123456789;2019-09-24 21:00:00;0,42;R;14;R
0123456789;2019-09-24 20:00:00;2,82;R;14;R
0123456789;2019-09-24 19:00:00;3,56;R;14;R
0123456789;2019-09-24 18:00:00;3,85;R;15;R
0123456789;2019-09-24 17:00:00;0,38;R;15;R
0123456789;2019-09-24 16:00:00;0,67;R;16;R
0123456789;2019-09-24 15:00:00;0,44;R;16;R
0123456789;2019-09-24 14:00:00;0,41;R;16;R
0123456789;2019-09-24 13:00:00;0,48;R;17;R
0123456789;2019-09-24 12:00:00;0,72;R;16;R
0123456789;2019-09-24 11:00:00;0,51;R;16;R
0123456789;2019-09-24 10:00:00;0,81;R;16;R
0123456789;2019-09-24 09:00:00;0,74;R;15;R
0123456789;2019-09-24 08:00:00;0,46;R;15;R
0123456789;2019-09-24 07:00:00;0,51;R;14;R
0123456789;2019-09-24 06:00:00;0,77;R;14;R
0123456789;2019-09-24 05:00:00;0,36;R;14;R
0123456789;2019-09-24 04:00:00;0,36;R;14;R
0123456789;2019-09-24 03:00:00;0,38;R;15;R
0123456789;2019-09-24 02:00:00;0,36;R;15;R
0123456789;2019-09-24 01:00:00;0,38;R;15;R
0123456789;2019-09-24 00:00:00;0,37;R;16;R
0123456789;2019-09-23 23:00:00;0,34;R;17;R
0123456789;2019-09-23 22:00:00;0,38;R;18;R
0123456789;2019-09-23 21:00:00;0,77;R;18;R
0123456789;2019-09-23 20:00:00;1,98;R;20;R
0123456789;2019-09-23 19:00:00;0,90;R;19;R
0123456789;2019-09-23 18:00:00;0,36;R;21;R
0123456789;2019-09-23 17:00:00;0,38;R;21;R
0123456789;2019-09-23 16:00:00;0,74;R;22;R
0123456789;2019-09-23 15:00:00;0,38;R;22;R
0123456789;2019-09-23 14:00:00;0,37;R;23;R
0123456789;2019-09-23 13:00:00;0,36;R;22;R
0123456789;2019-09-23 12:00:00;0,38;R;22;R
0123456789;2019-09-23 11:00:00;0,38;R;21;R
0123456789;2019-09-23 10:00:00;1,03;R;21;R
0123456789;2019-09-23 09:00:00;0,77;R;20;R
0123456789;2019-09-23 08:00:00;1,00;R;20;R
0123456789;2019-09-23 07:00:00;1,08;R;21;R
0123456789;2019-09-23 06:00:00;0,36;R;22;R
0123456789;2019-09-23 05:00:00;0,38;R;24;R
0123456789;2019-09-23 04:00:00;0,38;R;24;R
0123456789;2019-09-23 03:00:00;0,35;R;24;R
0123456789;2019-09-23 02:00:00;0,38;R;24;R
0123456789;2019-09-23 01:00:00;0,37;R;25;R
0123456789;2019-09-23 00:00:00;0,38;R;25;R
0123456789;2019-09-22 23:00:00;0,70;R;25;R
0123456789;2019-09-22 22:00:00;0,97;R;25;R
0123456789;2019-09-22 21:00:00;0,62;R;25;R
0123456789;2019-09-22 20:00:00;1,62;R;24;R
0123456789;2019-09-22 19:00:00;2,17;R;24;R
0123456789;2019-09-22 18:00:00;0,96;R;25;R
0123456789;2019-09-22 17:00:00;1,11;R;25;R
0123456789;2019-09-22 16:00:00;0,82;R;25;R
0123456789;2019-09-22 15:00:00;0,43;R;26;R
0123456789;2019-09-22 14:00:00;0,92;R;25;R
0123456789;2019-09-22 13:00:00;0,95;R;25;R
0123456789;2019-09-22 12:00:00;0,85;R;25;R
0123456789;2019-09-22 11:00:00;0,91;R;26;R
0123456789;2019-09-22 10:00:00;0,82;R;25;R
0123456789;2019-09-22 09:00:00;0,99;R;23;R
0123456789;2019-09-22 08:00:00;0,94;R;22;R
0123456789;2019-09-22 07:00:00;0,46;R;19;R
0123456789;2019-09-22 06:00:00;0,40;R;18;R
0123456789;2019-09-22 05:00:00;0,35;R;17;R
0123456789;2019-09-22 04:00:00;0,39;R;17;R
0123456789;2019-09-22 03:00:00;0,36;R;18;R
0123456789;2019-09-22 02:00:00;0,38;R;17;R
0123456789;2019-09-22 01:00:00;0,39;R;17;R
0123456789;2019-09-22 00:00:00;0,70;R;19;R
0123456789;2019-09-21 23:00:00;0,38;R;19;R
0123456789;2019-09-21 22:00:00;0,38;R;20;R
0123456789;2019-09-21 21:00:00;0,44;R;19;R
0123456789;2019-09-21 20:00:00;1,98;R;21;R
0123456789;2019-09-21 19:00:00;1,77;R;23;R
0123456789;2019-09-21 18:00:00;2,97;R;23;R
0123456789;2019-09-21 17:00:00;1,93;R;23;R
0123456789;2019-09-21 16:00:00;2,32;R;25;R
0123456789;2019-09-21 15:00:00;1,84;R;26;R
0123456789;2019-09-21 14:00:00;1,70;R;26;R
0123456789;2019-09-21 13:00:00;1,94;R;25;R
0123456789;2019-09-21 12:00:00;1,25;R;24;R
0123456789;2019-09-21 11:00:00;0,47;R;23;R
0123456789;2019-09-21 10:00:00;0,89;R;21;R
0123456789;2019-09-21 09:00:00;0,38;R;20;R
0123456789;2019-09-21 08:00:00;0,71;R;20;R
0123456789;2019-09-21 07:00:00;0,74;R;18;R
0123456789;2019-09-21 06:00:00;0,36;R;16;R
0123456789;2019-09-21 05:00:00;0,37;R;15;R
0123456789;2019-09-21 04:00:00;0,37;R;14;R
0123456789;2019-09-21 03:00:00;0,35;R;15;R
0123456789;2019-09-21 02:00:00;0,37;R;15;R
0123456789;2019-09-21 01:00:00;0,38;R;16;R
0123456789;2019-09-21 00:00:00;0,34;R;18;R
0123456789;2019-09-20 23:00:00;0,38;R;18;R
0123456789;2019-09-20 22:00:00;0,78;R;18;R
0123456789;2019-09-20 21:00:00;0,51;R;19;R
0123456789;2019-09-20 20:00:00;0,93;R;20;R
0123456789;2019-09-20 19:00:00;1,01;R;20;R
0123456789;2019-09-20 18:00:00;1,32;R;21;R
0123456789;2019-09-20 17:00:00;1,61;R;22;R
0123456789;2019-09-20 16:00:00;0,74;R;23;R
0123456789;2019-09-20 15:00:00;1,85;R;24;R
0123456789;2019-09-20 14:00:00;2,03;R;24;R
0123456789;2019-09-20 13:00:00;0,93;R;24;R
0123456789;2019-09-20 12:00:00;1,91;R;23;R
0123456789;2019-09-20 11:00:00;1,10;R;22;R
0123456789;2019-09-20 10:00:00;0,47;R;21;R
0123456789;2019-09-20 09:00:00;0,94;R;19;R
0123456789;2019-09-20 08:00:00;2,19;R;18;R
0123456789;2019-09-20 07:00:00;0,48;R;17;R
0123456789;2019-09-20 06:00:00;0,42;R;15;R
0123456789;2019-09-20 05:00:00;0,79;R;14;R
0123456789;2019-09-20 04:00:00;0,41;R;13;R
0123456789;2019-09-20 03:00:00;0,39;R;13;R
0123456789;2019-09-20 02:00:00;0,42;R;14;R
0123456789;2019-09-20 01:00:00;0,38;R;14;R
0123456789;2019-09-20 00:00:00;0,42;R;14;R
0123456789;2019-09-19 23:00:00;0,38;R;14;R
0123456789;2019-09-19 22:00:00;0,41;R;16;R
0123456789;2019-09-19 21:00:00;0,47;R;16;R
0123456789;2019-09-19 20:00:00;0,93;R;17;R
0123456789;2019-09-19 19:00:00;0,58;R;17;R
0123456789;2019-09-19 18:00:00;0,55;R;18;R
0123456789;2019-09-19 17:00:00;0,39;R;18;R
0123456789;2019-09-19 16:00:00;0,41;R;20;R
0123456789;2019-09-19 15:00:00;0,72;R;20;R
0123456789;2019-09-19 14:00:00;1,92;R;21;R
0123456789;2019-09-19 13:00:00;2,12;R;20;R
0123456789;2019-09-19 12:00:00;0,99;R;19;R
0123456789;2019-09-19 11:00:00;1,36;R;19;R
0123456789;2019-09-19 10:00:00;1,21;R;17;R
0123456789;2019-09-19 09:00:00;1,62;R;15;R
0123456789;2019-09-19 08:00:00;1,02;R;14;R
0123456789;2019-09-19 07:00:00;0,47;R;12;R
0123456789;2019-09-19 06:00:00;0,46;R;10;R
0123456789;2019-09-19 05:00:00;0,33;R;9;R
0123456789;2019-09-19 04:00:00;0,37;R;7;R
0123456789;2019-09-19 03:00:00;0,35;R;8;R
0123456789;2019-09-19 02:00:00;0,38;R;8;R
0123456789;2019-09-19 01:00:00;0,65;R;8;R
0123456789;2019-09-19 00:00:00;0,37;R;10;R
0123456789;2019-09-18 23:00:00;0,36;R;11;R
0123456789;2019-09-18 22:00:00;0,35;R;13;R
0123456789;2019-09-18 21:00:00;0,87;R;12;R
0123456789;2019-09-18 20:00:00;0,54;R;12;R
0123456789;2019-09-18 19:00:00;0,53;R;15;R
0123456789;2019-09-18 18:00:00;2,03;R;16;R
0123456789;2019-09-18 17:00:00;0,42;R;15;R
0123456789;2019-09-18 16:00:00;0,40;R;18;R
0123456789;2019-09-18 15:00:00;0,46;R;18;R
0123456789;2019-09-18 14:00:00;0,42;R;19;R
0123456789;2019-09-18 13:00:00;0,72;R;18;R
0123456789;2019-09-18 12:00:00;0,53;R;18;R
0123456789;2019-09-18 11:00:00;0,44;R;17;R
0123456789;2019-09-18 10:00:00;0,70;R;16;R
0123456789;2019-09-18 09:00:00;0,69;R;16;R
0123456789;2019-09-18 08:00:00;0,49;R;14;R
0123456789;2019-09-18 07:00:00;0,97;R;12;R
0123456789;2019-09-18 06:00:00;0,36;R;11;R
0123456789;2019-09-18 05:00:00;0,36;R;9;R
0123456789;2019-09-18 04:00:00;0,34;R;9;R
0123456789;2019-09-18 03:00:00;0,37;R;9;R
0123456789;2019-09-18 02:00:00;0,34;R;9;R
0123456789;2019-09-18 01:00:00;0,37;R;10;R
0123456789;2019-09-18 00:00:00;0,35;R;11;R
0123456789;2019-09-17 23:00:00;0,36;R;10;R
0123456789;2019-09-17 22:00:00;0,71;R;14;R
0123456789;2019-09-17 21:00:00;0,50;R;13;R
0123456789;2019-09-17 20:00:00;0,80;R;15;R
0123456789;2019-09-17 19:00:00;0,74;R;16;R
0123456789;2019-09-17 18:00:00;0,41;R;17;R
0123456789;2019-09-17 17:00:00;0,47;R;17;R
0123456789;2019-09-17 16:00:00;0,74;R;19;R
0123456789;2019-09-17 15:00:00;0,70;R;18;R
0123456789;2019-09-17 14:00:00;2,80;R;20;R
0123456789;2019-09-17 13:00:00;2,28;R;19;R
0123456789;2019-09-17 12:00:00;2,67;R;18;R
0123456789;2019-09-17 11:00:00;3,71;R;18;R
0123456789;2019-09-17 10:00:00;0,55;R;18;R
0123456789;2019-09-17 09:00:00;1,11;R;16;R
0123456789;2019-09-17 08:00:00;0,96;R;15;R
0123456789;2019-09-17 07:00:00;0,50;R;14;R
0123456789;2019-09-17 06:00:00;0,37;R;11;R
0123456789;2019-09-17 05:00:00;0,35;R;9;R
0123456789;2019-09-17 04:00:00;0,72;R;9;R
0123456789;2019-09-17 03:00:00;0,36;R;9;R
0123456789;2019-09-17 02:00:00;0,37;R;9;R
0123456789;2019-09-17 01:00:00;0,37;R;11;R
0123456789;2019-09-17 00:00:00;0,33;R;10;R
0123456789;2019-09-16 23:00:00;0,37;R;12;R
0123456789;2019-09-16 22:00:00;0,39;R;12;R
0123456789;2019-09-16 21:00:00;0,45;R;14;R
0123456789;2019-09-16 20:00:00;0,89;R;15;R
0123456789;2019-09-16 19:00:00;1,19;R;16;R
0123456789;2019-09-16 18:00:00;1,53;R;17;R
0123456789;2019-09-16 17:00:00;0,39;R;19;R
0123456789;2019-09-16 16:00:00;0,38;R;21;R
0123456789;2019-09-16 15:00:00;0,65;R;21;R
0123456789;2019-09-16 14:00:00;0,41;R;21;R
0123456789;2019-09-16 13:00:00;0,41;R;21;R
0123456789;2019-09-16 12:00:00;3,56;R;20;R
0123456789;2019-09-16 11:00:00;1,37;R;18;R
0123456789;2019-09-16 10:00:00;0,98;R;19;R
0123456789;2019-09-16 09:00:00;0,83;R;18;R
0123456789;2019-09-16 08:00:00;0,71;R;16;R
0123456789;2019-09-16 07:00:00;0,43;R;14;R
0123456789;2019-09-16 06:00:00;0,63;R;13;R
0123456789;2019-09-16 05:00:00;0,45;R;12;R
0123456789;2019-09-16 04:00:00;0,35;R;12;R
0123456789;2019-09-16 03:00:00;0,35;R;12;R
0123456789;2019-09-16 02:00:00;0,37;R;12;R
0123456789;2019-09-16 01:00:00;0,35;R;11;R
0123456789;2019-09-16 00:00:00;0,36;R;11;R
0123456789;2019-09-15 23:00:00;0,72;R;11;R
0123456789;2019-09-15 22:00:00;0,38;R;12;R
0123456789;2019-09-15 21:00:00;0,76;R;13;R
0123456789;2019-09-15 20:00:00;1,46;R;14;R
0123456789;2019-09-15 19:00:00;0,47;R;15;R
0123456789;2019-09-15 18:00:00;1,11;R;16;R
0123456789;2019-09-15 17:00:00;2,07;R;16;R
0123456789;2019-09-15 16:00:00;1,20;R;16;R
0123456789;2019-09-15 15:00:00;0,37;R;17;R
0123456789;2019-09-15 14:00:00;0,38;R;17;R
0123456789;2019-09-15 13:00:00;0,37;R;17;R
0123456789;2019-09-15 12:00:00;0,37;R;18;R
0123456789;2019-09-15 11:00:00;0,38;R;17;R
0123456789;2019-09-15 10:00:00;0,37;R;17;R
0123456789;2019-09-15 09:00:00;0,46;R;16;R
0123456789;2019-09-15 08:00:00;0,44;R;16;R
0123456789;2019-09-15 07:00:00;0,88;R;15;R
0123456789;2019-09-15 06:00:00;0,38;R;14;R
0123456789;2019-09-15 05:00:00;0,38;R;13;R
0123456789;2019-09-15 04:00:00;0,39;R;13;R
0123456789;2019-09-15 03:00:00;0,38;R;14;R
0123456789;2019-09-15 02:00:00;0,36;R;14;R
0123456789;2019-09-15 01:00:00;0,40;R;15;R
0123456789;2019-09-15 00:00:00;0,36;R;16;R
0123456789;2019-09-14 23:00:00;0,38;R;17;R
0123456789;2019-09-14 22:00:00;0,87;R;17;R
0123456789;2019-09-14 21:00:00;0,36;R;18;R
0123456789;2019-09-14 20:00:00;0,38;R;19;R
0123456789;2019-09-14 19:00:00;0,38;R;20;R
0123456789;2019-09-14 18:00:00;0,38;R;20;R
0123456789;2019-09-14 17:00:00;0,37;R;20;R
0123456789;2019-09-14 16:00:00;0,38;R;22;R
0123456789;2019-09-14 15:00:00;0,37;R;22;R
0123456789;2019-09-14 14:00:00;0,37;R;23;R
0123456789;2019-09-14 13:00:00;0,81;R;23;R
0123456789;2019-09-14 12:00:00;0,36;R;22;R
0123456789;2019-09-14 11:00:00;0,38;R;19;R
0123456789;2019-09-14 10:00:00;0,35;R;17;R
0123456789;2019-09-14 09:00:00;0,39;R;17;R
0123456789;2019-09-14 08:00:00;0,36;R;15;R
0123456789;2019-09-14 07:00:00;0,40;R;14;R
0123456789;2019-09-14 06:00:00;0,35;R;14;R
0123456789;2019-09-14 05:00:00;0,46;R;14;R
0123456789;2019-09-14 04:00:00;0,68;R;14;R
0123456789;2019-09-14 03:00:00;0,39;R;14;R
0123456789;2019-09-14 02:00:00;0,37;R;16;R
0123456789;2019-09-14 01:00:00;0,37;R;17;R
0123456789;2019-09-14 00:00:00;0,39;R;17;R
0123456789;2019-09-13 23:00:00;0,36;R;17;R
0123456789;2019-09-13 22:00:00;0,39;R;17;R
0123456789;2019-09-13 21:00:00;0,36;R;17;R
0123456789;2019-09-13 20:00:00;0,54;R;17;R
0123456789;2019-09-13 19:00:00;0,79;R;18;R
0123456789;2019-09-13 18:00:00;1,42;R;19;R
0123456789;2019-09-13 17:00:00;0,40;R;19;R
0123456789;2019-09-13 16:00:00;0,43;R;19;R
0123456789;2019-09-13 15:00:00;3,31;R;20;R
0123456789;2019-09-13 14:00:00;1,30;R;20;R
0123456789;2019-09-13 13:00:00;0,47;R;20;R
